interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
92,16,"[3949.038231668631, 1111.85056444462, 0, 2145.060180727923, 1596.1861921402513, 1055.0894324510223, 517.5279678127722, 1429.5838385761401, 2090.1455055325287, 851.4968861193744, 1851.3384576196752, 845.5631180399, 492.5035985549045, 1646.6228982447833, 1254.9939763481898, 1876.4565081617916]","[4029.0, 2311.661298315924, 4029.0, 4029.0, 1874.36484198923, 4029.0, 1717.338701684076, 4029.0, 4029.0, 2193.996643782235, 4029.0, 4029.0, 1835.0033562177653, 2210.314460948297, 1818.6855390517032, 2154.6351580107703]","[(1484.7831999999999, 0.21580000000000002, 0.8416666666666666), (278.9208, 0.29560000000000003, 0.05173333333333334), (0.0, 0.004533333333333333, 0.0), (542.4628, 0.7475333333333333, 1.4531333333333334), (153.791, 0.9633999999999999, 0.7669333333333332), (461.373, 0.0016666666666666668, 0.0013333333333333333), (78.29360000000001, 0.004533333333333333, 6.666666666666668e-05), (110.71433333333331, 0.20726666666666668, 0.17506666666666665), (402.6528, 3.2084, 1.765466666666667), (167.77133333333336, 0.8164666666666667, 0.02233333333333333), (104.85293333333334, 0.21746666666666667, 0.18180000000000002), (120.23626666666664, 0.0, 0.001066666666666667), (0.0, 0.0046, 6.666666666666668e-05), (450.887, 3.747866666666667, 0.0224), (343.93240000000003, 0.0, 0.0), (258.64820000000003, 0.019533333333333337, 0.0016)]","[(3, 0.0001, 0.17663333333333334), (1, 0.0, 0.0006055555555555556), (3, 0.0, 0.0012944444444444446), (1, 0.07328333333333333, 0.0468111111111111), (2, 0.0, 0.0117), (2, 0.0, 0.01923888888888889), (1, 0.0, 0.000861111111111111), (1, 0.0002333333333333333, 0.05122222222222223), (2, 0.0, 0.005355555555555555), (1, 0.0, 0.005544444444444444), (1, 3.3333333333333335e-05, 0.05011111111111111), (2, 1.666666666666667e-05, 0.0006111111111111112), (2, 0.0, 0.0012166666666666667), (3, 1.666666666666667e-05, 0.0003444444444444445), (3, 0.020033333333333334, 0.0038777777777777777), (3, 0.05115, 0.03694444444444444)]","[96, 101, 117, 105, 114, 115, 110, 119, 108, 111, 112, 120, 116, 113, 118, 121]","[3, 6, 12, 1, 10, 4, 6, 8, 0, 14, 7, 11, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
93,15,"[3566.579494397111, 0, 0, 2245.9343800982538, 1655.52396879974, 0, 0, 1845.861124904825, 1232.0506254656602, 1483.4440524727775, 1802.042463186016, 809.96046043822, 498.43737685074666, 922.7022006380679, 1266.8615316800874, 1328.8784523992754]","[4029.0, 2014.5, 0, 4029.0, 2177.8227582002323, 4029.0, 2014.5, 4029.0, 4029.0, 2507.0033378110156, 4029.0, 4029.0, 1521.9966621889846, 1842.4203344789903, 2186.5796655210097, 1851.1772417997677]","[(1644.1666, 0.15380000000000002, 0.6252666666666667), (292.9019333333334, 0.3054, 0.05866666666666666), 0, (710.2348000000001, 0.9372, 1.3942), (125.829, 0.9370666666666667, 0.7570666666666667), (450.1881333333334, 0.0015333333333333334, 0.0012), (0.0, 0.004666666666666667, 0.00013333333333333334), (109.4118, 0.21166666666666664, 0.17653333333333332), (444.5958, 2.369733333333333, 2.1395999999999997), (186.64606666666668, 3.3434, 0.0272), (98.34026666666666, 0.21266666666666662, 0.17426666666666668), (72.7008, 6.666666666666668e-05, 0.0015333333333333334), (0.0, 0.004666666666666667, 6.666666666666668e-05), (434.1098, 1.2283333333333333, 0.020466666666666664), (306.18359999999996, 0.0, 0.0), (328.5534, 0.0005333333333333334, 0.0006)]","[(3, 5e-05, 0.16941111111111112), (1, 0.0, 0.000977777777777778), 0, (1, 0.003016666666666666, 0.05234444444444444), (2, 0.06273333333333334, 0.031105555555555553), (2, 0.0, 0.0005), (1, 0.0, 0.0008388888888888889), (1, 0.00011666666666666667, 0.05212222222222222), (2, 0.0, 0.005061111111111111), (1, 0.0, 0.005394444444444445), (1, 0.00011666666666666667, 0.04876111111111111), (2, 0.0, 0.0005666666666666668), (2, 0.0, 0.001261111111111111), (3, 0.0, 0.0004555555555555556), (3, 0.008033333333333333, 0.003372222222222222), (3, 0.06125, 0.025472222222222222)]","[96, 101, -1, 105, 114, 115, 110, 119, 108, 111, 112, 120, 116, 113, 118, 121]","[3, 6, -1, 1, 10, 4, 6, 8, 0, 14, 7, 11, 14, 15, 15, 10]","[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True]"
94,15,"[4726.09725342664, 2327.8664038117226, 0, 3233.9081562841443, 2278.570623724373, 1714.4051397483977, 652.7155422502, 1812.9971286157179, 2534.217953193593, 1397.4042974293563, 1136.5465383316057, 1317.2983312621604, 0, 1074.0134939902914, 1204.5568661876246, 2050.0788185255155]","[4029.0, 4029.0, 0, 4029.0, 2128.7459025994285, 4029.0, 1772.584501959297, 4029.0, 4029.0, 2713.2021487146785, 2256.415498040703, 4029.0, 1315.797851285322, 1949.2283139013334, 2079.7716860986666, 1900.254097400571]","[(1434.4516, 0.22206666666666663, 0.8742666666666667), (335.544, 0.016466666666666664, 0.009866666666666668), 0, (478.1502, 1.5555999999999999, 1.8252000000000002), (226.49220000000003, 0.9202666666666668, 0.7430666666666668), (105.5042, 0.28773333333333334, 0.22433333333333338), (433.41086666666666, 0.0023333333333333335, 0.0030666666666666668), (108.76053333333334, 0.20446666666666666, 0.17406666666666665), (349.525, 5.339466666666667, 2.7218), (441.79940000000005, 3.5278666666666667, 0.02166666666666667), (87.92, 0.21286666666666668, 0.18966666666666662), (75.49706666666667, 0.0, 0.001066666666666667), (0.0, 0.0057333333333333325, 0.001), (243.2694, 1.3356666666666668, 0.18259999999999998), (322.961, 0.0, 0.0), (298.49406666666664, 0.0016666666666666668, 0.005466666666666667)]","[(3, 0.0001, 0.21292777777777777), (3, 0.0, 0.015905555555555555), 0, (1, 0.0011333333333333332, 0.0015055555555555556), (2, 0.09268333333333334, 0.011455555555555556), (1, 0.0030666666666666663, 0.05871111111111111), (1, 0.011300000000000001, 0.0010833333333333333), (1, 0.0, 0.05014999999999999), (2, 0.0, 0.01048888888888889), (1, 0.0, 0.005505555555555555), (1, 0.0, 0.050077777777777784), (2, 1.666666666666667e-05, 0.0007), (2, 0.0, 0.0012055555555555554), (3, 0.0, 0.0004166666666666667), (3, 0.007916666666666667, 0.003444444444444445), (3, 0.0008666666666666667, 0.016138888888888887)]","[96, 122, -1, 105, 114, 124, 125, 119, 108, 111, 112, 120, 116, 113, 118, 121]","[3, 6, -1, 1, 10, 2, 7, 8, 0, 14, 7, 11, 14, 15, 15, 10]","[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True]"
95,16,"[3065.7406717796443, 2503.141050686958, 390.65025572768, 0, 1590.2524144743022, 1429.5838385761401, 634.9142092797401, 1886.9411202662081, 5161.924842736884, 1605.0864647755454, 1426.8451722187147, 1459.7089616688797, 922.7020845904912, 940.5035292677412, 1252.0270875152155, 1896.4898516652977]","[4029.0, 4029.0, 441.18608177191993, 4029.0, 1640.7882405185421, 4029.0, 1618.5345185305127, 4029.0, 4029.0, 2355.692190092527, 2410.4654814694873, 4029.0, 1673.3078099074728, 1858.7382208762629, 2170.261779123737, 1947.0256777095376]","[(1392.5086000000001, 0.1512, 0.6417333333333333), (427.8186, 0.011466666666666667, 0.006066666666666666), (499.1218, 0.0004, 0.0003333333333333333), (673.8842, 1.5523333333333331, 1.8134000000000001), (142.6062, 0.9306666666666665, 0.7520666666666668), (110.71433333333331, 0.20726666666666668, 0.17506666666666665), (398.45840000000004, 0.0016666666666666668, 0.0003333333333333333), (115.2732, 0.21046666666666666, 0.17566666666666664), (553.6476, 10.710466666666667, 4.053266666666667), (421.5272, 3.163133333333333, 0.021933333333333332), (83.36113333333331, 0.21606666666666663, 0.18393333333333337), (114.64386666666668, 0.0, 0.0011333333333333332), (97.867, 0.5311333333333333, 0.4374666666666666), (178.2574, 0.7554, 0.0208), (301.98940000000005, 0.0, 0.0), (294.3, 0.001066666666666667, 0.005466666666666667)]","[(3, 6.666666666666667e-05, 0.11822222222222224), (3, 1.666666666666667e-05, 0.017866666666666666), (2, 0.012733333333333334, 0.0036666666666666666), (1, 1.0415999999999999, 0.5724111111111111), (2, 0.0, 0.012455555555555557), (1, 0.0002333333333333333, 0.05122222222222223), (1, 0.015133333333333334, 0.0009777777777777777), (1, 0.0, 0.05059444444444444), (2, 0.0, 0.008927777777777778), (1, 0.04335, 0.02068888888888889), (1, 0.0, 0.04877777777777778), (2, 0.0, 0.0006555555555555555), (1, 0.0, 0.0014666666666666662), (3, 0.0, 0.0004444444444444444), (3, 0.00785, 0.003533333333333333), (3, 0.0002, 0.014294444444444445)]","[96, 122, 123, 105, 114, 124, 125, 119, 108, 111, 112, 120, 126, 113, 118, 121]","[3, 6, 10, 1, 10, 4, 7, 8, 0, 14, 7, 11, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
96,16,"[5157.122179558036, 2497.663717972107, 530.8836808606934, 2047.1528695743666, 1563.5504149775322, 1845.861124904825, 655.6824310786097, 1906.1117847681867, 3255.4183193198332, 0, 2127.9437597196566, 0, 925.6689723222934, 1468.6096119480499, 1225.3250880184453, 2227.0400194731583]","[4029.0, 4029.0, 4029.0, 2085.02054240309, 1682.7551977521869, 4029.0, 1278.3693356794765, 1943.97945759691, 4029.0, 1551.6655138388533, 2750.6306643205235, 4029.0, 2477.3344861611467, 2136.1422619648024, 1892.8577380351978, 2346.244802247813]","[(1632.9818, 0.3732, 0.7381333333333333), (419.43, 0.0086, 0.004933333333333334), (455.08166666666676, 0.012533333333333334, 0.18906666666666663), (545.259, 0.6861333333333334, 1.4692), (117.4404, 0.9303333333333335, 0.7412666666666667), (109.4118, 0.21166666666666664, 0.17653333333333332), (349.5247333333333, 0.0023333333333333335, 0.003), (97.689, 0.24573333333333333, 0.20893333333333336), (503.316, 17.2942, 4.714533333333334), (462.072, 4.105733333333333, 0.02813333333333333), (90.52506666666666, 0.3320666666666667, 0.2432666666666667), (92.27413333333331, 6.666666666666668e-05, 0.0013333333333333333), (114.6442, 0.5428, 0.4749333333333333), (344.63140000000004, 3.1724, 0.019733333333333335), (328.5532, 0.0, 0.0), (234.18133333333338, 0.0016666666666666668, 0.0016)]","[(3, 0.09808333333333331, 0.2580777777777778), (3, 0.0, 0.021744444444444445), (2, 0.0002833333333333333, 0.0029611111111111123), (1, 0.07585, 0.04698333333333333), (2, 0.0, 0.010772222222222223), (1, 0.00011666666666666667, 0.05212222222222222), (1, 0.01145, 0.0009944444444444447), (1, 0.0, 0.05149444444444444), (2, 2.327875, 0.009094444444444445), (1, 0.0, 0.005383333333333333), (1, 0.0002333333333333333, 0.0568888888888889), (2, 1.666666666666667e-05, 0.003455555555555556), (1, 0.0, 0.001527777777777778), (3, 0.0, 0.0002722222222222222), (3, 0.007816666666666666, 0.003527777777777778), (3, 0.0006666666666666666, 0.02163888888888889)]","[96, 122, 123, 127, 114, 124, 125, 119, 108, 111, 112, 120, 126, 113, 118, 121]","[3, 6, 12, 8, 10, 4, 7, 8, 0, 14, 7, 11, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
97,15,"[0, 2664.722365775066, 537.5614630098844, 1922.54356446984, 1554.649748478609, 1812.9971286157179, 640.84798693656, 1908.8504511256126, 3689.4740952291445, 2006.6731654957287, 2445.6290571810214, 0, 928.6358600540952, 913.8015363232312, 1254.9939763481898, 1766.2731188925045]","[4029.0, 4029.0, 4029.0, 2021.3465566721138, 1908.6883147930523, 1917.6619815599947, 1112.1094648777694, 2007.6534433278864, 4029.0, 2111.3380184400057, 2916.8905351222306, 0, 4029.0, 1843.9037799875207, 2185.0962200124795, 2120.311685206948]","[(1756.0146000000002, 0.15113333333333331, 0.6404), (455.7806, 0.011333333333333336, 0.005066666666666666), (471.15966666666674, 0.013066666666666664, 0.18946666666666667), (738.1968, 0.7232666666666667, 1.2136), (83.886, 0.8937333333333333, 0.7318666666666667), (108.76053333333334, 0.20446666666666666, 0.17406666666666665), (475.3542666666667, 0.0017333333333333335, 0.0003333333333333333), (125.0422, 0.247, 0.19506666666666664), (570.4248, 42.85653333333333, 4.105333333333333), (306.18366666666674, 0.5942000000000001, 0.19193333333333337), (126.996, 0.5407333333333333, 0.289), 0, (109.0518, 0.5416666666666666, 0.5044666666666666), (369.0984, 0.713, 0.022), (282.41606666666667, 0.0, 0.0), (242.57, 0.0003333333333333333, 0.0004)]","[(3, 0.07565000000000001, 0.43214444444444444), (3, 0.0, 0.016805555555555553), (2, 0.00035, 0.0039833333333333335), (1, 0.0017166666666666665, 0.0023777777777777777), (2, 0.0, 0.007866666666666668), (1, 0.0, 0.05014999999999999), (1, 0.015333333333333336, 0.0008833333333333333), (1, 3.3333333333333335e-05, 0.05121666666666667), (2, 0.0, 0.005988888888888888), (3, 0.011550000000000001, 0.43049444444444446), (1, 0.0001, 0.059855555555555565), 0, (1, 0.0, 0.0017222222222222224), (3, 0.0, 0.0003888888888888889), (3, 0.00675, 0.003411111111111111), (3, 6.666666666666667e-05, 0.009744444444444444)]","[96, 122, 123, 127, 114, 124, 125, 119, 108, 128, 112, -1, 126, 113, 118, 121]","[3, 6, 12, 8, 10, 4, 7, 8, 0, 4, 7, -1, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True]"
98,16,"[652.7155422502, 2478.4930534701275, 544.2392451590755, 2011.5502109730733, 1554.649748478609, 1886.9411202662081, 652.7155422502, 1714.4051397483977, 2510.845719106169, 1352.2506356501997, 2166.2850887236145, 1108.5118598755066, 931.6027477858978, 0, 1320.2655306736276, 1993.317678598913]","[1664.7324533, 4029.0, 4029.0, 2163.0725356123376, 1795.1660349398478, 2403.7146301953508, 1257.7152267632928, 1865.9274643876622, 4029.0, 2364.2675467, 2771.284773236707, 1625.2853698046492, 4029.0, 1354.367234663186, 2674.6327653368135, 2233.833965060152]","[(433.41086666666666, 0.0023333333333333335, 0.0030666666666666668), (332.7478, 0.012333333333333335, 0.0056), (486.5389333333335, 0.012733333333333333, 0.18919999999999998), (564.8324, 0.6947333333333332, 1.3258666666666665), (92.2746, 0.9142666666666668, 0.7324666666666667), (115.2732, 0.21046666666666666, 0.17566666666666664), (552.2496, 0.0023333333333333335, 0.0028666666666666667), (93.78139999999999, 0.23493333333333336, 0.19066666666666662), (394.2642, 30.276, 3.311533333333333), (281.018, 0.42160000000000003, 0.13533333333333333), (113.97066666666669, 0.33546666666666664, 0.21846666666666667), (67.1088, 0.0, 0.001), (109.0518, 0.5368666666666667, 0.4758666666666667), (216.70520000000002, 2.985266666666667, 0.017533333333333335), (459.97486666666657, 0.0, 0.0), (231.3854, 0.0005333333333333334, 0.0008)]","[(1, 0.011300000000000001, 0.0010833333333333333), (3, 0.0, 0.021144444444444445), (2, 0.07660000000000003, 0.0032111111111111108), (1, 0.00225, 0.06516111111111111), (2, 0.0, 0.010216666666666666), (1, 0.0, 0.05059444444444444), (1, 0.0116, 0.001061111111111111), (1, 0.0, 0.049894444444444436), (2, 0.0, 0.003466666666666667), (3, 1.666666666666667e-05, 0.2272388888888889), (1, 0.0, 0.05419444444444445), (3, 0.0, 0.0), (1, 0.0, 0.0017166666666666667), (3, 0.0, 0.0003111111111111111), (3, 0.0192, 0.013244444444444444), (3, 6.666666666666667e-05, 0.011649999999999999)]","[129, 122, 123, 127, 114, 124, 125, 119, 108, 128, 112, 130, 126, 113, 118, 121]","[1, 6, 12, 8, 10, 4, 7, 8, 0, 1, 7, 4, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
99,16,"[634.9142092797401, 2629.1197031285333, 524.2058987115023, 2940.186222823474, 0, 1906.1117847681867, 623.0466539661, 1851.3384576196752, 0, 1409.0117734429248, 0, 1115.189642163913, 925.6689723222934, 1071.7839430047102, 1269.8284205130622, 1889.8120704974624]","[1627.4512179184076, 4029.0, 4029.0, 2558.9238826018995, 1069.5939647512687, 2409.9610713021366, 2326.02332698305, 1470.0761173981007, 4029.0, 2401.5487820815924, 1702.97667301695, 1619.0389286978632, 4029.0, 1915.477761245824, 2113.522238754176, 2959.4060352487313]","[(398.45840000000004, 0.0016666666666666668, 0.0003333333333333333), (377.487, 0.011333333333333336, 0.0054), (462.072, 0.012733333333333333, 0.18913333333333332), (1015.0211999999999, 0.7137333333333332, 1.397666666666667), (134.2176, 0.8891333333333333, 0.7291333333333333), (97.689, 0.24573333333333333, 0.20893333333333336), (503.316, 0.0016666666666666668, 0.0003333333333333333), (104.85293333333334, 0.21746666666666667, 0.18180000000000002), (260.0466, 23.217133333333337, 6.089266666666666), (255.852, 0.49213333333333326, 0.15953333333333333), (114.62193333333336, 0.28486666666666666, 0.20433333333333337), (47.5354, 0.0, 0.001), (95.0708, 0.5381333333333334, 0.44586666666666674), (125.829, 0.0033333333333333335, 0.0012666666666666666), (363.5057333333333, 0.0, 0.0), (253.7549333333333, 0.0006666666666666666, 0.0008)]","[(1, 0.015133333333333334, 0.0009777777777777777), (3, 0.0, 0.030616666666666664), (2, 0.07893333333333334, 0.003822222222222222), (1, 1.0436000000000003, 0.5150888888888889), (2, 1.666666666666667e-05, 0.00786111111111111), (1, 0.0, 0.05149444444444444), (1, 0.015533333333333333, 0.0008555555555555556), (1, 3.3333333333333335e-05, 0.05011111111111111), (2, 1.4859958333333334, 0.002738888888888889), (3, 8.333333333333333e-05, 0.28617777777777775), (1, 3.3333333333333335e-05, 0.05196111111111111), (3, 0.0, 0.0), (1, 0.0, 0.0017277777777777773), (3, 0.0, 0.0006444444444444443), (3, 0.10526666666666666, 0.011727777777777776), (3, 0.00018333333333333334, 0.015666666666666666)]","[129, 122, 123, 127, 114, 124, 125, 119, 108, 128, 112, 130, 126, 131, 118, 121]","[1, 6, 12, 8, 10, 4, 7, 8, 0, 1, 7, 4, 14, 15, 15, 10]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
100,14,"[655.6824310786097, 2505.879717044383, 0, 2067.9210870917877, 0, 1908.8504511256126, 661.6162087354301, 1802.042463186016, 0, 1816.3564093671823, 0, 1115.189642163913, 934.5696355177, 1068.445052216534, 1240.1595321833177, 2103.5010678682]","[1434.1630108557138, 4029.0, 4029.0, 2147.439311952886, 0, 2411.33040448085, 4029.0, 1881.5606880471141, 4029.0, 2594.8369891442862, 0, 1617.6695955191503, 4029.0, 1928.642760016608, 2100.357239983392, 4029.0]","[(349.5247333333333, 0.0023333333333333335, 0.003), (321.563, 0.0134, 0.007933333333333334), (442.4987333333333, 0.0128, 0.18926666666666667), (679.4766, 0.7587999999999999, 1.3356666666666668), 0, (125.0422, 0.247, 0.19506666666666664), (426.4208, 0.0021333333333333334, 0.002933333333333333), (98.34026666666666, 0.21266666666666662, 0.17426666666666668), (75.84646666666666, 0.0, 0.0), (226.49179999999998, 0.6, 0.19540000000000002), 0, (72.7012, 0.0, 0.001), (92.2746, 0.5394, 0.44333333333333325), (170.56820000000002, 0.0034, 0.0014666666666666665), (380.283, 0.0, 0.0), (244.66713333333328, 0.0014666666666666665, 0.0012)]","[(1, 0.01145, 0.0009944444444444447), (3, 0.0, 0.017744444444444448), (2, 0.058866666666666664, 0.003477777777777778), (1, 0.0012666666666666666, 0.0020055555555555556), 0, (1, 3.3333333333333335e-05, 0.05121666666666667), (1, 0.01175, 0.0009611111111111112), (1, 0.00011666666666666667, 0.04876111111111111), (2, 0.00015, 0.0002722222222222222), (3, 0.00016666666666666666, 0.37338333333333334), 0, (3, 0.0, 0.0), (1, 0.0, 0.0022722222222222224), (3, 0.0, 0.0005666666666666666), (3, 0.006966666666666668, 0.010794444444444445), (3, 0.00015, 0.019816666666666666)]","[129, 122, 123, 127, -1, 124, 125, 119, 133, 128, -1, 130, 126, 131, 118, 121]","[1, 6, 12, 8, -1, 4, 7, 8, 13, 1, -1, 4, 14, 15, 15, 10]","[True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True]"
101,14,"[640.84798693656, 2519.573048831511, 1714.4051397483977, 2038.2522049240424, 0, 1714.4051397483977, 634.9142092797401, 1136.5465383316057, 0, 2230.3788262082307, 731.2170323801198, 1105.1729687313032, 0, 1095.1561785219467, 1243.126421016292, 2073.45105261294]","[720.5110822228304, 4029.0, 1834.9770435677287, 2465.3528332962183, 0, 2319.1160855085473, 4029.0, 1563.6471667037815, 0, 3129.6894131041154, 810.8801276663902, 1709.8839144914527, 899.3105868958846, 1174.819273808217, 1322.7895163025623, 2194.0229564322713]","[(475.3542666666667, 0.0017333333333333335, 0.0003333333333333333), (343.9326, 0.013333333333333336, 0.0074666666666666675), (105.5042, 0.28773333333333334, 0.22433333333333338), (654.3108000000001, 0.7628666666666667, 1.1362666666666668), 0, (93.78139999999999, 0.23493333333333336, 0.19066666666666662), (398.45840000000004, 0.0017333333333333335, 0.0004), (87.92, 0.21286666666666668, 0.18966666666666662), 0, (209.7148, 0.7276, 0.23566666666666664), (178.9568, 0.0019333333333333331, 0.0014666666666666665), (33.5544, 0.0, 0.001), (226.49220000000003, 0.5299333333333333, 0.43666666666666676), (170.56820000000002, 0.0033333333333333335, 0.0014), (353.719, 0.0, 0.0), (254.4540666666667, 0.0026, 0.0088)]","[(1, 0.015333333333333336, 0.0008833333333333333), (3, 0.0, 0.017083333333333332), (1, 0.0030666666666666663, 0.05871111111111111), (1, 0.011416666666666664, 0.047094444444444446), 0, (1, 0.0, 0.049894444444444436), (1, 0.015733333333333332, 0.001), (1, 0.0, 0.050077777777777784), 0, (3, 0.00021666666666666668, 0.5190777777777777), (1, 0.36411666666666676, 0.01315), (3, 0.0, 0.0), (1, 0.0007666666666666667, 0.00215), (3, 0.0, 0.0008388888888888889), (3, 0.04356666666666667, 0.009866666666666668), (3, 0.00011666666666666667, 0.017588888888888887)]","[129, 122, 132, 127, -1, 124, 125, 119, -1, 128, 136, 130, 126, 131, 118, 121]","[15, 6, 10, 8, -1, 4, 7, 8, -1, 14, 15, 4, 14, 15, 15, 10]","[True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True]"
