cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5,cpu_6,ram_6,disk_6,cpu_7,ram_7,disk_7,cpu_8,ram_8,disk_8,cpu_9,ram_9,disk_9,cpu_10,ram_10,disk_10,cpu_11,ram_11,disk_11,cpu_12,ram_12,disk_12,cpu_13,ram_13,disk_13,cpu_14,ram_14,disk_14,cpu_15,ram_15,disk_15
100.0,419.43,1.0,99.97517994539588,373.7180000000001,4.0,100.0,335.544,3.0,100.0,72.7008,2.0,0.0,0.0,0.0,100.0,39.146800000000006,3.0,100.0,29.621666666666673,5.0,100.0,369.09826666666675,3.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,68.5068,2.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,1451.9269999999997,3.0,0.0,0.0,0.0
100.0,442.49846666666673,1.0,100.0,369.4283333333334,4.0,100.0,427.8186,3.0,100.0,75.49706666666667,2.0,0.0,0.0,0.0,100.0,173.3644,3.0,100.0,29.53446666666667,5.0,100.0,364.904,3.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,110.44966666666667,2.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,1317.0098,3.0,0.0,0.0,0.0
100.0,440.4012,1.0,100.0,376.83113333333347,4.0,100.0,419.43,3.0,100.0,114.64386666666668,2.0,0.0,0.0,0.0,100.0,156.58720000000002,3.0,100.0,31.3258,5.0,100.0,125.829,2.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,58.719800000000006,1.0,100.0,29.621666666666673,5.0,0.0,0.0,0.0,100.0,1210.7542666666666,3.0,0.0,0.0,0.0
100.0,478.84913333333344,1.0,100.0,365.60360000000003,4.0,100.0,455.7806,3.0,100.0,92.27413333333331,2.0,0.0,0.0,0.0,100.0,0.0,3.0,100.0,31.238400000000002,5.0,100.0,139.81,2.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,29.3598,1.0,100.0,29.53446666666667,5.0,0.0,0.0,0.0,100.0,1482.6850666666667,3.0,0.0,0.0,0.0
100.0,333.44686666666666,1.0,100.0,378.868,4.0,100.0,332.7478,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,100.0,30.75773333333333,5.0,100.0,184.5492,2.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,100.0,50.3314,1.0,100.0,31.3258,5.0,0.0,0.0,0.0,100.0,1376.4297333333334,3.0,100.0,184.549,1.0
100.0,199.92773333333332,1.0,100.0,92.47886666666669,1.0,100.0,377.487,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,232.08433333333338,6.0,100.0,30.932599999999997,5.0,100.0,131.4214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.238400000000002,5.0,0.0,0.0,0.0,100.0,1544.2015333333334,3.0,100.0,225.0938,1.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0,321.563,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,264.24086666666665,6.0,99.97517994539588,29.2284,5.0,100.0,153.791,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,265.6387333333333,3.0,99.97517994539588,30.75773333333333,5.0,100.0,1426.063,3.0,100.0,1194.6763999999998,2.0,100.0,191.5394,1.0
0.0,0.0,0.0,100.0,1311.4188000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,260.0463333333334,6.0,99.97517994539588,27.96146666666667,5.0,100.0,125.829,2.0,100.0,343.9326,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,272.62933333333325,3.0,100.0,30.932599999999997,5.0,0.0,0.0,0.0,100.0,1021.3118,2.0,100.0,225.09366666666662,1.0
0.0,0.0,0.0,100.0,1255.4948,3.0,0.0,0.0,0.0,100.0,125.829,3.0,0.0,0.0,0.0,100.0,289.4066,6.0,100.0,28.00533333333333,5.0,100.0,226.49220000000003,2.0,100.0,798.3149333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.78126666666668,3.0,100.0,29.2284,5.0,100.0,75.84646666666666,2.0,100.0,860.5303333333334,2.0,0.0,0.0,0.0
100.0,1426.063,3.0,100.0,1470.8021999999999,3.0,0.0,0.0,0.0,100.0,170.56820000000002,3.0,0.0,0.0,0.0,100.0,206.91846666666666,6.0,100.0,29.18493333333334,5.0,100.0,142.6062,2.0,99.97517994539588,761.9643333333332,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,143.3049333333333,3.0,100.0,27.96146666666667,5.0,0.0,0.0,0.0,100.0,1029.0015333333333,2.0,0.0,0.0,0.0
100.0,1311.4188000000001,3.0,100.0,1311.4188000000001,3.0,0.0,0.0,0.0,100.0,170.56820000000002,3.0,100.0,67.1088,3.0,100.0,518.6949333333333,6.0,100.0,29.79646666666667,5.0,100.0,117.4404,2.0,100.0,704.6421333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97517994539588,28.00533333333333,5.0,0.0,0.0,0.0,100.0,871.7154666666667,2.0,0.0,0.0,0.0
100.0,1255.4948,3.0,100.0,1311.4188000000001,3.0,0.0,0.0,0.0,100.0,128.6252,3.0,100.0,47.5354,3.0,100.0,638.9314666666667,6.0,100.0,29.66546666666667,5.0,100.0,83.886,2.0,100.0,714.4286666666667,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.18493333333334,5.0,0.0,0.0,0.0,99.97517994539588,748.6823999999999,2.0,0.0,0.0,0.0
