0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,4029.0,4029.0,2087.13068345052,1941.8693165494801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15060.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2167.1018360026396,949.7899937632758,1714.5682439950583,912.1081702340844,2314.4317560049417,4029.0,4029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,12,14,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,18569.471332836933,0.0
100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,99.97517994539588,0.0,0.0,100.0,4029.0,4029.0,1375.7941328905022,644.1835777341911,2653.2058671094974,4029.0,991.309623631962,4029.0,2393.5067986338468,0.0,4029.0,4029.0,4029.0,0.0,0.0,0.0,15,6,12,0,12,1,0,8,0,-1,7,3,11,-1,-1,-1,18540.0,0.0
100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,4029.0,709.8085945877748,616.319786991926,643.5738972075526,1546.3121408005284,4029.0,1469.5053948723141,2482.687859199472,4029.0,2559.4946051276856,682.1434427350235,816.6530754489881,560.5012030287348,4029.0,4029.0,4029.0,15,1,1,1,2,12,14,2,0,14,1,1,1,6,5,3,19290.0,0.0
100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,4029.0,2087.4980341752134,4029.0,648.9001506251201,4029.0,4029.0,1421.578733617367,4029.0,2568.02068568516,2607.421266382633,1941.5019658247868,2142.5759362101267,1886.4240637898733,2284.1047733611913,812.0791636897198,1744.8952266388085,15,7,10,0,2,12,14,8,0,14,7,1,1,3,0,3,19290.0,0.0
100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,4029.0,1723.7449644852177,4029.0,733.2995320852037,1116.028095112736,4029.0,1420.2094004386543,4029.0,4029.0,2608.7905995613455,2305.2550355147823,881.1555959226483,1702.9766776898,4029.0,2326.0233223102,1298.5167768794117,15,7,10,1,1,12,14,8,0,14,7,1,5,6,5,1,18600.0,1357.6980597196875
100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,4029.0,4029.0,198.1812245788564,770.7906312559275,4029.0,4029.0,1286.014748924802,4029.0,4029.0,2742.985251075198,776.7244074909232,1840.8777592252247,0.0,1465.0427562589439,818.2609804153494,2188.122240774775,15,6,0,0,10,12,14,8,2,14,0,1,-1,0,0,1,19350.0,2037.3779178557063
0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,2837.8114491223914,1560.027911605324,723.9092519318169,4029.0,1975.9360296832926,4029.0,1398.3000695792502,4029.0,4029.0,2630.6999304207498,1191.1885508776083,1072.549921047671,4029.0,1329.1547183848904,4029.0,1396.4221673470047,15,1,10,11,10,12,14,8,3,14,15,1,9,10,5,1,19350.0,1644.883541000113
100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,666.3371647239919,4029.0,714.3999200777315,4029.0,4029.0,4029.0,1242.1960872059933,4029.0,2600.2000205650793,2786.8039127940065,1444.2985830368007,1839.2083147297615,4029.0,1918.3642522392074,714.4000593571892,2189.7916852702383,15,6,0,11,10,12,14,8,0,14,15,1,9,15,0,1,18629.471332836933,2672.3500934266413
100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,99.97517994539588,1690.766393158056,1164.7838135319325,641.4931534579327,2264.9167432585864,4029.0,4029.0,1376.3907387198458,4029.0,4029.0,2652.6092612801544,1000.5266569894471,981.1448535083656,1764.0832567414136,1337.7069498524966,4029.0,1241.5781795017692,15,1,1,9,10,12,14,8,0,14,15,1,9,15,5,1,18630.0,2022.0875265317952
