0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,99.97517994539588,0.0,1151.2131950285216,1382.6725428457012,2646.327457154299,4029.0,2877.786804971478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,10,10,8,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15780.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1940.9235674017239,4029.0,1847.44137056893,4029.0,2088.076432598276,0.0,0.0,2181.5586294310697,4029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,10,8,14,-1,-1,10,0,-1,-1,-1,-1,-1,-1,-1,18600.0,0.0
100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,1491.7800554225416,532.710356926975,1981.4356153649167,4029.0,4029.0,4029.0,3496.289643073025,1521.339638447312,4029.0,2537.219944577458,4029.0,0.0,4029.0,526.2247461877716,0.0,0.0,1,6,10,8,14,12,6,10,0,1,15,-1,2,10,-1,-1,19980.0,0.0
100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,1855.781852303219,30.502860075676153,1851.6182620862442,4029.0,4029.0,4029.0,3998.4971399243236,1607.8769235825364,4029.0,2173.218147696781,4029.0,0.0,4029.0,569.5048143312197,4029.0,4029.0,1,6,10,8,14,12,6,10,0,1,15,-1,2,10,5,3,19950.0,1010.426213202353
100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,1358.4697920829622,732.9890222043803,1916.0332157058506,0.0,4029.0,4029.0,3296.01097779562,1546.3132258446224,4029.0,2670.530207917038,4029.0,4029.0,4029.0,566.6535584495268,4029.0,4029.0,1,6,10,-1,14,12,6,10,0,1,15,4,2,10,5,3,19949.01712583768,0.0
100.0,100.0,100.0,100.0,100.0,100.0,99.97517994539588,0.0,0.0,0.0,99.97517994539588,0.0,100.0,0.0,100.0,100.0,1920.6905212896934,439.2020202266255,1909.2428447550958,0.0,4029.0,4029.0,3589.797979773374,1572.3868500989192,4029.0,2108.3094787103064,4029.0,4029.0,4029.0,547.3703051459847,4029.0,4029.0,1,6,10,-1,14,12,6,10,0,1,15,4,2,10,5,3,20669.471332836933,0.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,99.97517994539588,0.0,100.0,0.0,100.0,100.0,1848.3737654017586,652.4049081141383,1886.7081864050442,4029.0,4029.0,4029.0,3376.5950918858616,1640.2281796040215,4029.0,2180.6262345982414,4029.0,4029.0,4029.0,502.06363399093397,4029.0,4029.0,1,6,10,9,14,12,6,10,0,1,15,4,2,10,5,3,19950.0,1476.103852425902
0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,1862.0921978767929,263.12290091338514,1785.414810025837,4029.0,4029.0,4029.0,3765.877099086615,1725.1641157009192,844.0625884555385,2166.907802123207,4029.0,3184.9374115444616,4029.0,518.4210742732438,4029.0,4029.0,1,6,10,9,14,12,6,10,4,1,7,4,2,10,5,3,19950.0,2169.1441952155255
0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,2110.748227986921,807.0082919655266,1904.1025278345978,4029.0,4029.0,4029.0,3221.9917080344735,1731.5665123417327,1290.5792647326239,1918.2517720130788,4029.0,2738.420735267376,4029.0,393.3309598236694,4029.0,4029.0,1,6,10,9,14,12,6,10,4,1,7,4,2,10,5,3,19950.0,2683.0421734832057
0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,2222.3785346056106,861.3126205445685,1835.4738249135373,4029.0,4029.0,4029.0,3167.6873794554313,1649.2444789458214,1284.645488994012,1806.6214653943894,4029.0,2744.3545110059877,4029.0,544.2816961406413,4029.0,4029.0,1,6,10,9,14,12,6,10,4,1,7,4,2,10,5,3,19260.0,1958.1621576888624
0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,2179.735226447583,903.1240652508625,1404.9280849491247,4029.0,4029.0,4029.0,3125.8759347491373,1804.7733411250892,1269.811047860501,1849.264773552417,4029.0,2759.1889521394987,4029.0,819.2985739257858,0.0,4029.0,1,6,10,9,14,12,6,10,4,1,7,4,2,10,-1,3,19289.471332836933,2167.4470218643537
0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,99.97517994539588,0.0,100.0,100.0,100.0,0.0,1272.7779737636113,730.325635555167,1585.5423725267449,4029.0,4029.0,4029.0,3298.6743644448334,1777.2489838267002,1321.7315917036924,2756.222026236389,4029.0,2707.268408296308,4029.0,666.2086436465547,4029.0,0.0,1,6,10,9,14,12,6,10,4,1,7,4,2,10,13,-1,20010.0,3461.7413483910877
0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,4029.0,848.557283899435,2048.8022400871437,4029.0,4029.0,4029.0,3180.442716100565,1528.4555986846767,801.5831915533687,4029.0,4029.0,2287.9942080126984,4029.0,451.74216122818035,4029.0,939.422600433933,15,6,10,9,14,12,6,10,4,1,7,4,2,10,13,4,20009.545793000747,0.0
